year,latitude,longitude,depth,mag
2006,34.053,73.767,10,3.7
2006,4.649,96.816,38.3,4.4
2006,34.401,73.045,10,3.2
2005,8.808,91.814,30,4.2
2005,25.732,90.384,35,4.2
2005,5.508,94.546,49.5,4.6
2005,11.524,93.553,30,3.8
2005,36.25,71.262,186.4,3.8
2005,36.66,71.108,224.2,4.5
2005,36.536,71.063,192.6,4.5
2005,4.318,97.204,30,4.3
2005,6.507,93.119,30,4.1
2005,25.01,96.197,12,5.1
2005,34.735,73.39,10,4.7
2005,34.611,73.351,10,5.1
2005,34.709,73.11,10,3.6
2005,35.916,70.987,10,4.1
2005,36.467,70.663,204.3,4.7
2005,24.783,93.991,86.5,4.7
2005,12.161,92.913,30,4.1
2005,34.246,69.442,13.9,4
2005,36.682,71.181,226.5,4
2005,34.689,73.088,10,4.3
2005,11.783,92.271,30,4.4
2005,11.545,92.299,35.2,4.3
2005,17.285,73.884,10,4.1
2005,36.173,69.461,35,4.7
2005,13.893,92.672,27.2,4.5
2005,28.576,86.087,54.9,4
2005,36.349,71.395,73.5,4.4
2005,36.258,70.787,35,3.9
2005,29.738,83.48,10,3.6
2005,34.585,73.298,10,4.6
2005,34.621,73.237,10,5.2
2005,36.766,72.28,165,4.1
2005,12.929,92.265,30,4
2005,8.837,93.698,30,4.4
2005,8.102,93.206,30,4.1
2005,36.528,71.359,66.6,3.7
2005,17.6,95.971,10,4.4
2005,6.571,91.808,30,4.5
2005,34.07,73.619,10,4.1
2005,35.865,93.242,10,3.9
2005,35.829,93.296,21.5,5
2005,34.858,73.897,10,3.4
2005,4.49,96.545,30,4.7
2005,4.843,96.028,30,4.7
2005,7.559,92.263,30,4.1
2005,34.478,73.379,10,3.3
2005,36.677,70.885,197,4.3
2005,34.921,73.933,10,4.7
2005,5.03,94.086,30,4.4
2005,4.777,94.762,30,4.4
2005,34.087,73.703,10,4.3
2005,11.035,93.896,30,4.2
2005,36.737,70.089,50.7,3.9
2005,34.651,73.359,10,4
2005,35.594,73.333,10,4.2
2005,34.005,73.77,10,3.9
2005,13.452,92.595,28.9,4.4
2005,20.858,94.537,75,3.9
2005,30.464,79.142,23.1,3.7
2005,34.529,73.072,10,3.5
2005,10.683,93.975,30,4
2005,5.101,94.092,30,4.5
2005,5.247,94.284,30,4
2005,35.346,70.548,97.2,3.2
2005,34.601,73.199,10,3.1
2005,34.597,73.146,10,3.5
2005,34.806,77.471,10,4
2005,13.446,92.734,30,4.1
2005,35.342,70.329,60,4.1
2005,32.275,70.826,35.3,4.5
2005,8.762,93.974,30,4.2
2005,30.476,79.255,44,5.1
2005,32.826,88.978,66.6,3.9
2005,35.606,70.354,35,3.4
2005,6.329,92.87,30,4.4
2005,36.357,71.093,224.6,6.5
2005,29.278,82.021,35,4.7
2005,11.967,94.929,30,4.2
2005,4.599,94.72,30,4.3
2005,10.335,93.934,30,4.6
2005,25.961,92.313,35,4.3
2005,36.819,71.323,187.9,4.1
2005,34.83,73.148,10,4.4
2005,4.664,95.267,30,4.3
2005,5.119,94.518,30,4.8
2005,29.172,82.344,10,4.6
2005,37.083,71.885,117,4.4
2005,5.376,94.496,30,4.3
2005,9.106,92.808,30,4.1
2005,9.111,92.615,30,4.3
2005,7.611,91.966,30,4.2
2005,36.333,71.272,35,4.6
2005,36.866,71.383,85.8,4.6
2005,29.985,70.34,10,4.6
2005,34.632,73.247,10,4.3
2005,5.505,92.957,30,4.1
2005,5.759,92.929,30,4.3
2005,34.561,73.205,10,3.4
2005,4.595,94.825,30,4.4
2005,37.115,75.479,10,3.3
2005,27.284,67.775,35,3.9
2005,5.054,94.476,30,4.6
2005,34.744,73.599,10,4.1
2005,12.867,93.3,30,4.2
2005,5.064,94.105,30,4.3
2005,34.242,73.631,18.3,3.7
2005,34.056,73.748,10,4
2005,34.702,73.124,10,4.7
2005,36.167,70.116,126.2,4.6
2005,34.436,73.404,10,3.1
2005,36.462,71.275,245.6,4.7
2005,33.29,70.974,10,4.2
2005,34.748,80.073,35,4.5
2005,34.55,73.48,10,3.3
2005,21.015,89.158,10,4.7
2005,35.606,78.844,35,3.6
2005,32.102,70.354,10,3.2
2005,34.595,72.891,10,4.3
2005,30.255,68.285,10,4.7
2005,34.773,73.048,10,4
2005,34.598,72.946,10,3.9
2005,34.695,73.011,10,4.7
2005,5.331,94.486,30,4.3
2005,30.098,97.141,10,3.9
2005,10.547,91.66,30,4.7
2005,6.979,92.385,25.5,4.8
2005,28.067,88.905,10,3.7
2005,5.005,94.747,30,4
2005,36.493,70.869,180.2,4.1
2005,21.981,94.241,64.5,3.9
2005,34.575,73.027,10,3.2
2005,36.372,70.906,199.3,3.6
2005,25.43,94.289,10,4.5
2005,14.022,93.417,30,4.7
2005,36.371,71.431,35,3.4
2005,34.735,73.228,10,4.5
2005,30.357,83.52,35,3.7
2005,34.65,73.126,10,5.2
2005,17.65,73.721,10,4.2
2005,34.548,73.198,10,4.2
2005,34.707,72.769,10,3
2005,34.709,73.13,10,4.8
2005,29.962,79.967,43.7,3.7
2005,35.97,69.098,10,3.4
2005,34.229,73.639,10,4.3
2005,5.173,94.685,30,4.5
2005,12.843,92.473,30,4.5
2005,26.466,96.379,90.7,4.8
2005,36.481,70.182,208.6,4.7
2005,5.051,96.095,43.3,4.8
2005,36.899,71.159,36.2,3.7
2005,34.603,73.315,10,3.5
2005,36.083,71.245,10,3.8
2005,5.148,94.604,30,4.4
2005,17.18,92.466,26.1,4.2
2005,34.507,75.563,10,4.7
2005,34.579,73.235,10,3.4
2005,34.614,73.478,10,3.8
2005,35.738,70.92,107.5,4.5
2005,12.352,90.639,30,4.6
2005,36.414,70.236,172.2,3.9
2005,9.904,92.141,30,4.3
2005,5.099,94.502,30,4.5
2005,34.679,73.183,10,3.5
2005,34.554,73.079,10,3.1
2005,34.521,73.219,10,3.2
2005,36.526,70.737,212.5,4.5
2005,5.311,94.193,30,4.4
2005,13.498,92.773,30,4.2
2005,34.753,73.114,10,4.2
2005,7.477,94.021,30,4.1
2005,17.287,74.035,10,3.7
2005,36.151,71.483,84.2,3.9
2005,4.689,95.165,30,4.2
2005,36.237,70.904,181.7,3.9
2005,25.46,93.038,51.8,3.7
2005,5.056,94.329,30,4.5
2005,29.329,68.915,10,3.9
2005,29.331,69.057,10,4.7
2005,7.961,94.398,30,4.1
2005,7.745,94.155,30,4.3
2005,29.439,69.002,10,4
2005,35.869,80.722,10,3.6
2005,34.543,73.188,10,4
2005,36.7,73.464,10,3.7
2005,10.056,91.491,30,4.5
2005,34.876,71.301,10,4.7
2005,11.787,92.438,30,4.6
2005,34.259,73.5,10,3.6
2005,34.613,73.288,10,3.8
2005,34.214,73.772,10,3.8
2005,34.619,72.977,10,4.1
2005,34.534,73.252,10,3.2
2005,34.322,73.574,10,4
2005,34.022,73.63,10,3.7
2005,35.997,70.736,35,4.2
2005,34.52,73.385,10,5.1
2005,34.757,73.076,10,4.4
2005,29.731,81.868,49.5,5
2005,34.475,73.32,10,3.8
2005,36.608,70.844,243.4,4
2005,34.188,73.826,10,4.1
2005,33.944,88.79,40.9,3.6
2005,37.009,71.552,10,4.1
2005,6.829,93.073,30,4.4
2005,36.402,70.639,176.5,4
2005,34.254,74.271,10,3.6
2005,34.733,72.34,10,3.2
2005,34.599,73.254,10,3.3
2005,4.473,94.803,30,4.1
2005,34.514,73.191,10,3.4
2005,34.62,73.391,10,3.5
2005,34.728,73.114,10,4.5
2005,5.348,94.258,30,4.7
2005,7.065,92.419,30,4.7
2005,4.718,95.168,65.6,4.8
2005,7.416,92.396,23.2,4.7
2005,36.294,71.592,35.9,4.5
2005,34.723,73.206,10,3.7
2005,34.631,73.502,10,3.5
2005,34.52,73.652,10,3.6
2005,13.702,92.958,30,4.5
2005,34.467,73.643,10,3.8
2005,34.431,73.667,10,4.2
2005,34.842,73.095,10,3.9
2005,9.425,93.159,30,4.7
2005,36.217,70.848,177,3.7
2005,34.707,73.183,10,4.9
2005,34.65,73.084,10,3.6
2005,28.39,84.863,10,4.7
2005,9.19,93.521,30,4.8
2005,35.608,71.074,35,4.3
2005,17.561,92.525,10,4.7
2005,33.494,75.115,35,3.6
2005,29.731,81.857,47.1,4.7
2005,35.466,88.12,10,3.4
2005,33.888,88.748,50.2,4.6
2005,27.85,87.993,85.5,3.9
2005,29.525,81.577,48.5,4.6
2005,36.041,71.212,10,3.6
2005,33.896,88.881,9.4,4.8
2005,34.421,73.628,10,4.8
2005,34.67,73.053,10,3.7
2005,34.508,73.362,10,4.3
2005,34.534,73.134,10,3.6
2005,34.526,73.146,10,4.2
2005,36.547,71.716,82.8,3.8
2005,34.428,73.185,10,3.6
2005,34.604,73.162,10,4.2
2005,34.661,73.196,10,5.2
2005,4.715,93.799,37.8,4.7
2005,33.591,73.576,10,3.3
2005,24.796,95.325,138.9,3.8
2005,34.482,73.25,10,3.3
2005,34.581,72.858,10,3.5
2005,34.565,73.141,10,3.4
2005,34.151,73.456,10,3.3
2005,34.167,73.841,10,4.2
2005,34.519,73.029,10,3.2
2005,34.76,73.175,10,4.5
2005,34.686,73.394,10,3.8
2005,34.594,73.115,10,4.4
2005,34.704,73.286,10,3.6
2005,34.506,72.938,10,3.8
2005,34.758,73.132,10,4.1
2005,34.33,73.422,10,3.3
2005,13.538,93.011,11.3,4.4
2005,34.244,73.976,10,3.7
2005,34.206,73.928,16.2,4.8
2005,14.549,95.731,26.6,4.1
2005,34.472,73.172,10,3.9
2005,34.84,69.077,10,3.4
2005,34.623,73.295,10,4.3
2005,34.056,73.518,10,4.3
2005,13.135,93.411,41.5,4.5
2005,7.054,92.889,30,4.5
2005,30.054,81.092,10,3.8
2005,30.146,81.208,49.9,4.9
2005,29.908,81.031,63.4,3.8
2005,34.004,73.047,10,3
2005,34.681,73.293,10,3.7
2005,34.794,73.145,10,4.8
2005,34.826,73.09,10,4.9
2005,34.451,73.079,10,3.9
2005,34.542,73.219,10,4
2005,34.058,73.423,10,3.5
2005,34.755,73.023,10,3.2
2005,34.761,72.807,10,3.6
2005,34.702,72.999,10,3.5
2005,34.711,72.991,10,3.5
2005,34.821,73.031,10,4.8
2005,34.742,73.03,10,3.8
2005,34.795,72.96,10,3.5
2005,34.777,73.682,10,3.5
2005,34.801,72.957,10,3.7
2005,34.744,73.064,10,4.2
2005,34.689,72.897,10,3.4
2005,34.854,73.042,10,5.5
2005,34.124,73.349,10,3.6
2005,11.433,91.977,30,4.2
2005,34.421,73.377,10,3.5
2005,34.867,72.876,10,3.6
2005,34.46,73.188,10,3.3
2005,34.673,73.262,3.7,4.7
2005,12.343,95.031,15.7,4.5
2005,34.223,73.628,10,4.4
2005,25.568,96.05,102.8,5
2005,5.289,94.361,30,4.6
2005,12.355,94.98,77.7,4.7
2005,34.549,73.265,10,3.8
2005,13.053,93.28,30,3.9
2005,36.554,70.45,201.1,3.9
2005,34.682,73.098,10,4
2005,34.656,73.431,10,4.4
2005,34.73,73.24,10,3.5
2005,34.458,73.981,10,4
2005,34.719,73.309,10,3.3
2005,18.913,95.761,10,4.7
2005,36.892,71.845,141.6,3.9
2005,34.686,72.901,10,3.4
2005,36.971,71.457,101.9,4.7
2005,34.041,73.29,10,3.9
2005,34.783,72.965,10,3.9
2005,34.739,73.001,10,3.4
2005,34.578,72.916,10,4.2
2005,34.466,73.158,10,3.6
2005,34.705,73.227,10,4.7
2005,34.679,73.152,10,3.7
2005,34.737,73.106,10,5.1
2005,34.768,73.554,10,3.2
2005,34.633,73.049,10,3.4
2005,34.71,73.073,10,3.4
2005,34.586,73.072,10,3.7
2005,34.69,73.096,10,4
2005,34.61,73.045,10,4.7
2005,34.654,73.003,10,4.3
2005,34.611,72.819,10,3.2
2005,34.648,72.982,10,3.4
2005,34.661,73.031,10,3.3
2005,34.569,72.946,10,3.6
2005,34.672,72.955,10,4.2
2005,34.755,73.055,10,5.4
2005,34.708,73.079,10,3.8
2005,34.751,73.037,5,5.6
2005,6.932,94.242,30,4.4
2005,13.668,92.958,30,4.2
2005,34.786,72.985,10,5
2005,34.763,73.087,10,4.6
2005,34.527,73.154,10,3.8
2005,34.488,73.266,10,4.5
2005,34.759,73.582,10,3.4
2005,34.567,73.098,10,3.6
2005,34.592,72.969,10,3.7
2005,34.561,73.266,10,4.3
2005,34.693,73.313,10,3.5
2005,35.285,74.736,35,3.5
2005,34.453,73.161,10,3.8
2005,34.465,73.215,10,3.5
2005,34.578,72.98,10,4.1
2005,32.169,67.756,35,4.5
2005,34.549,73.275,10,3.5
2005,34.758,73.131,10,3.6
2005,34.838,73.192,10,4.9
2005,36.475,70.86,175.5,4.2
2005,32.878,95.465,10,4.1
2005,34.232,73.576,10,3.4
2005,34.56,73.013,10,4
2005,34.648,73.201,10,4.3
2005,34.265,73.576,10,3.7
2005,5.104,94.589,30,4.2
2005,10.562,92.297,26.4,4.7
2005,34.218,73.408,10,3.5
2005,7.66,92.772,30,4.8
2005,34.588,73.445,10,3.5
2005,34.497,72.969,10,4.1
2005,12.889,93.177,12.2,4
2005,34.731,73.087,10,3.1
2005,34.672,73.881,46.1,3.4
2005,34.509,73.607,10,3.7
2005,4.704,94.832,30,4.4
2005,34.026,73.871,10,4.5
2005,34.321,73.785,10,3.9
2005,34.29,73.883,10,4.2
2005,33.954,73.93,10,5
2005,34.014,74.003,10,5.2
2005,34.655,73.233,10,4.1
2005,34.656,73.23,10,3.3
2005,5.787,93.256,33.8,4.3
2005,34.354,73.535,10,3.1
2005,34.833,73.122,10,4.8
2005,34.541,73.252,10,3.3
2005,34.549,73.055,10,3.1
2005,34.562,73.597,10,4.6
2005,34.812,73.081,10,3.9
2005,4.47,94.869,30,4.3
2005,34.636,73.232,10,3.7
2005,28.225,86.243,10,3.9
2005,34.664,73.115,10,4.8
2005,34.776,73.26,10,4.1
2005,6.949,94.221,30,4.3
2005,34.633,73.189,10,3.3
2005,34.22,73.541,10,3.2
2005,24.239,95.346,148,3.9
2005,34.498,73.493,10,4.5
2005,34.694,72.981,10,3.9
2005,34.795,73.263,10,3.5
2005,34.779,73.186,10,4.8
2005,34.742,73.134,10,4.9
2005,34.771,73.045,10,4.8
2005,5.315,94.287,30,4.6
2005,34.772,73.172,10,4.4
2005,34.714,73.272,10,4.3
2005,34.462,73.255,10,3.6
2005,4.9,94.929,30,4.6
2005,4.891,94.811,30,4.8
2005,34.459,73.052,10,3.4
2005,34.684,73.143,10,4.8
2005,34.679,73.214,10,4.7
2005,34.099,73.346,10,3.7
2005,34.628,86.174,10,4.6
2005,34.459,73.255,10,4
2005,34.581,73.286,10,3.4
2005,34.496,73.203,10,4.9
2005,34.654,73.09,10,3.3
2005,34.285,73.513,10,4
2005,34.779,73.101,8,5.3
2005,4.737,96.206,30,4.6
2005,33.985,73.33,10,3.7
2005,34.557,73.188,10,3.8
2005,34.279,73.204,10,3.5
2005,34.653,73.291,10,3.5
2005,34.738,73.128,10,4.2
2005,34.517,73.892,10,4.2
2005,34.682,73.117,10,3.5
2005,34.591,73.508,10,3.9
2005,34.682,73.523,10,3.5
2005,33.078,76.208,10,4.1
2005,34.069,73.748,10,3.5
2005,34.079,73.565,10,3.7
2005,34.275,73.868,13.9,4.2
2005,34.42,73.704,10,4.6
2005,34.829,73.056,10,3.7
2005,34.747,73.2,10,4.3
2005,34.414,73.2,10,3.2
2005,34.704,73.151,10,3.4
2005,34.589,73.573,10,4.2
2005,34.761,73.142,10,3.5
2005,4.82,95.098,30,5.9
2005,34.378,72.903,10,2.9
2005,12.144,92.39,20.5,4.8
2005,34.461,72.976,10,3.4
2005,34.307,73.225,18.4,3.4
2005,34.139,73.515,10,3.6
2005,34.36,73.928,10,3.9
2005,34.691,72.951,10,4.2
2005,34.479,73.104,10,3.9
2005,34.306,73.981,10,3.5
2005,34.4,73.265,10,3.4
2005,34.769,73.106,10,3.7
2005,10.894,92.296,22.8,5.4
2005,34.721,73.324,10,4.5
2005,34.751,73.242,10,3.8
2005,34.778,73.066,10,3.8
2005,4.637,94.704,30,4
2005,34.115,73.855,10,3.1
2005,34.599,73.112,10,3.1
2005,34.55,73.178,10,3.3
2005,34.687,72.928,10,3.2
2005,8.035,91.916,30,4.3
2005,34.44,73.503,10,3.6
2005,34.52,73.752,10,3.6
2005,30.242,83.389,35,4.4
2005,34.817,73.173,10,4.2
2005,34.525,72.942,10,4
2005,34.686,72.953,10,3.8
2005,34.185,73.521,10,3.8
2005,36.387,71.053,188.6,3.5
2005,11.626,92.847,30,4.1
2005,34.784,73.358,10,3.4
2005,7.795,91.714,30,4.4
2005,34.513,73.087,10,4.3
2005,36.476,70.552,194.9,4.3
2005,7.589,93.684,30,4
2005,34.573,73.337,10,4.6
2005,34.851,73.103,10,4.4
2005,34.708,73.026,10,4.4
2005,34.764,73.038,10,4.9
2005,5.571,94.52,30,4.7
2005,34.206,73.045,10,3.8
2005,34.761,72.889,10,4.6
2005,34.839,73.747,10,4.8
2005,34.576,73.194,10,4.2
2005,34.635,73.284,10,4.6
2005,34.458,73.019,10,3.3
2005,34.831,73.416,10,3.3
2005,34.652,72.974,10,3.9
2005,34.427,73.208,10,4
2005,34.733,73.09,10,3.2
2005,34.168,73.759,10,3.5
2005,34.483,73.945,10,4.7
2005,34.772,73.421,10,3.2
2005,34.328,73.845,10,3.5
2005,34.743,72.769,10,3.2
2005,34.597,73.494,10,3.7
2005,34.614,72.942,10,3.2
2005,34.513,72.749,10,3.6
2005,34.087,73.503,10,3.5
2005,34.512,73.229,10,3.5
2005,34.491,73.887,10,4.5
2005,34.493,73.128,10,3.3
2005,34.517,73.051,10,3.2
2005,5.683,94.639,30,4.7
2005,34.549,73.224,10,3.9
2005,34.467,72.921,10,3.4
2005,12.159,94.7,30,4.2
2005,34.342,73.407,10,3.1
2005,34.683,73.084,10,3.3
2005,34.767,73.257,10,3.3
2005,34.496,73.108,10,4.3
2005,34.287,73.376,10,3.7
2005,34.611,73.197,10,3.3
2005,34.233,73.788,10,4.4
2005,34.845,73.202,10,3.8
2005,34.334,73.644,10,3.1
2005,34.689,73.056,10,3.6
2005,34.287,73.572,10,4.4
2005,34.712,73.003,10,4.9
2005,34.349,73.7,10,5.3
2005,25.878,95.557,97.4,3.6
2005,34.641,73.025,10,4.3
2005,34.596,73.109,7.4,4.5
2005,10.856,92.536,30,3.9
2005,25.374,95.692,82.7,4
2005,34.305,73.593,10,4.5
2005,34.4,73.914,10,3.5
2005,34.555,73.075,10,3.6
2005,34.236,73.416,10,3.9
2005,34.594,73.243,10,4
2005,34.706,73.073,10,4.1
2005,34.741,73.449,10,3.9
2005,34.538,73.008,10,3.7
2005,34.747,73.207,10,3.5
2005,34.031,73.645,10,4.4
2005,34.762,73.355,10,4.9
2005,34.381,73.517,10,4.2
2005,34.677,73.486,10,3.7
2005,34.492,73.121,10,3.6
2005,34.61,73.192,10,4.6
2005,34.733,73.009,10,3.3
2005,34.498,73.191,10,3.4
2005,34.399,73.556,10,3.1
2005,5.466,95.731,30,4.5
2005,34.782,73.114,10,4.9
2005,34.589,73.127,10,4.4
2005,34.34,73.66,10,3.6
2005,34.305,73.589,10,4.5
2005,34.658,73.135,10,5
2005,34.621,73.179,10,3.6
2005,34.476,73.287,10,3.8
2005,34.546,73.177,10,3.4
2005,34.732,73.145,10,3.3
2005,34.164,73.375,10,3.6
2005,34.181,73.496,10,3.3
2005,34.544,73.099,10,4.8
2005,34.636,73.324,10,4.9
2005,34.631,73.13,10,3.9
2005,34.318,73.737,10,3.8
2005,34.579,73.242,10,4.8
2005,34.722,73.165,10,4.8
2005,34.507,73.347,10,4
2005,34.702,73.198,10,5
2005,34.67,73.182,7,5.7
2005,34.752,73.429,10,3.7
2005,34.549,73.441,10,3.7
2005,34.432,73.053,10,3.3
2005,34.466,73.081,10,3.6
2005,34.531,72.984,10,4.3
2005,34.396,74.102,10,3.5
2005,34.569,73.158,10,5.3
2005,34.202,73.398,10,3.6
2005,34.173,73.601,10,4.4
2005,34.455,73.19,10,3.5
2005,34.49,73.678,10,3.6
2005,34.66,73.714,10,3.5
2005,34.449,72.969,10,3.7
2005,34.811,73.21,10,3.6
2005,34.472,73.048,10,3.5
2005,34.599,73.229,10,3.3
2005,34.708,73.066,10,5
2005,34.66,73.224,10,4.7
2005,34.623,73.163,10,3.5
2005,34.545,73.668,10,4.1
2005,34.516,73.178,10,4.3
2005,34.57,73.221,10,3.8
2005,34.224,73.505,10,3.9
2005,34.778,73.143,10,3.9
2005,34.281,73.659,10,4.2
2005,34.514,73.142,10,3.9
2005,34.602,73.174,10,3.4
2005,34.624,73.268,10,3.8
2005,34.578,73.182,10,4.1
2005,34.628,73.306,10,4
2005,34.912,73.11,10,4.3
2005,34.307,73.184,10,3.2
2005,34.514,73.283,10,4.4
2005,34.733,73.335,10,3.5
2005,34.282,73.307,10,3.8
2005,34.309,73.583,10,3.3
2005,34.544,73.128,10,4
2005,34.489,72.967,10,3.7
2005,34.676,73.267,10,3.5
2005,34.649,73.058,10,3.3
2005,34.632,73.24,10,3.9
2005,34.608,73.153,10,4.6
2005,34.708,73.414,10,4
2005,34,73.552,10,3.7
2005,34.642,73.044,10,4.7
2005,34.211,73.783,10,4.4
2005,34.341,73.174,10,3.6
2005,34.752,72.985,10,3.8
2005,34.209,73.183,10,3.2
2005,34.062,73.488,10,3.3
2005,34.28,73.501,10,3.9
2005,34.609,73.122,10,3.4
2005,34.423,73.677,10,4.1
2005,35.182,72.311,10,3.8
2005,34.819,73.144,10,4.8
2005,34.763,73.121,10,4.7
2005,34.874,72.87,10,3.9
2005,34.523,73.05,10,3.8
2005,34.694,73.22,10,4.1
2005,34.641,73.196,10,4.8
2005,34.684,73.414,10,3.6
2005,34.638,73.115,10,4.8
2005,34.625,73.225,10,4.9
2005,34.651,73.205,10,5.4
2005,34.544,73.676,10,4.5
2005,35.759,72.857,10,4
2005,34.666,73.264,10,4.8
2005,34.71,73.199,12,5.7
2005,36.517,70.805,147.1,4.4
2005,34.58,73.156,10,4.4
2005,34.583,73.037,10,3.9
2005,34.67,73.315,10,4.7
2005,34.597,73.2,10,4.6
2005,34.702,73.089,10,4.7
2005,34.704,73.17,10,4.5
2005,34.729,73.164,10,4.4
2005,34.798,73.168,10,4.9
2005,34.611,73.229,10,3.6
2005,34.004,73.431,10,3.3
2005,34.459,72.907,10,3.4
2005,34.561,73.132,10,3.5
2005,34.4,73.668,10,4.9
2005,34.626,73.157,10,4.6
2005,34.795,73.3,10,3.2
2005,34.71,73.179,10,3.8
2005,34.689,73.152,10,3.7
2005,34.706,73.331,10,4.3
2005,34.534,73.15,10,3.4
2005,34.741,73.367,10,4.7
2005,34.576,73.251,10,4.5
2005,34.178,73.391,10,3.7
2005,7.52,93.938,20.5,4.7
2005,34.361,73.472,10,4.3
2005,34.603,73.643,10,4.5
2005,34.723,73.205,10,3.9
2005,34.82,73.454,10,4
2005,34.815,73.222,10,3.6
2005,34.679,73.329,10,4.4
2005,34.214,73.321,10,3.7
2005,34.774,73.817,10,4.6
2005,36.286,71.63,10,4.8
2005,34.687,73.038,10,3.7
2005,34.243,73.396,10,3.6
2005,34.613,72.972,10,4.3
2005,34.614,73.138,10,3.5
2005,34.913,73.147,10,4.7
2005,34.611,73.112,10,4.3
2005,34.641,73.212,10,4.2
2005,34.482,73.11,10,3.5
2005,34.247,73.373,10,4.8
2005,34.095,73.773,10,4
2005,34.134,73.509,10,3.6
2005,34.691,73.268,10,3.4
2005,34.685,73.279,10,4.2
2005,34.635,73.063,10,4.9
2005,34.34,73.629,10,4.5
2005,34.736,73.331,10,3.4
2005,34.31,73.121,10,3.9
2005,34.781,73.049,10,3.6
2005,34.62,73.252,10,4.8
2005,34.75,73.272,10,5.2
2005,34.771,73.12,10,5.7
2005,34.454,73.051,10,4.8
2005,34.715,73.114,10,4.9
2005,34.621,72.996,10,5.2
2005,34.593,73.187,10,5.6
2005,34.479,73.181,10,4.4
2005,34.574,73.163,10,3.6
2005,34.618,72.952,10,4.1
2005,34.625,73.225,10,4.7
2005,34.726,73.166,10,3.7
2005,34.245,73.428,10,3.7
2005,34.779,72.623,10,4.2
2005,34.646,73.126,10,4.7
2005,34.726,73.043,10,5
2005,34.63,73.182,10,4.9
2005,34.644,73.243,10,5.1
2005,34.759,73.156,10,4.6
2005,34.686,73.075,10,4.8
2005,34.705,73.125,10,4.7
2005,34.697,73.288,10,4
2005,34.709,73.304,10,3.8
2005,34.341,73.51,10,4.3
2005,34.518,72.997,10,4.4
2005,34.46,73.087,10,3.8
2005,34.601,73.005,10,4.6
2005,34.748,73.183,10,4.7
2005,34.733,73.1,8,6.4
2005,34.581,73.314,10,4
2005,34.297,73.613,10,4.7
2005,34.251,73.622,10,4.7
2005,34.449,73.459,10,4.5
2005,34.778,73.087,10,4.7
2005,35.041,73.212,10,4.2
2005,34.225,73.635,10,3.6
2005,34.272,73.648,10,3.4
2005,34.606,73.052,10,3.8
2005,34.562,72.974,10,4.1
2005,34.551,72.914,10,4.3
2005,34.185,73.778,10,3.5
2005,34.202,73.888,10,4.8
2005,34.783,73.083,10,3.8
2005,34.565,73.056,10,4.5
2005,34.241,73.564,10,3.9
2005,34.248,73.736,10,4.4
2005,34.688,73.247,10,5.1
2005,34.426,73.541,10,3.8
2005,34.704,73.016,10,4.6
2005,34.055,73.663,10,3.7
2005,34.524,73.328,10,3.5
2005,34.71,73.071,10,4
2005,34.788,73.123,10,5
2005,34.774,73.275,10,3.8
2005,34.589,73.211,10,3.6
2005,34.582,73.346,10,4.8
2005,34.429,73.265,10,3.9
2005,34.362,73.633,10,4.7
2005,34.832,73.083,10,4.8
2005,34.65,73.306,10,4.7
2005,34.682,73.252,10,4.8
2005,34.619,73.121,10,3.6
2005,34.09,73.074,10,4
2005,34.499,73.181,10,4.4
2005,34.756,73.225,10,4.2
2005,34.377,73.513,10,3.9
2005,34.678,73.057,10,4.2
2005,34.652,73.353,10,4
2005,34.625,73.484,10,4.1
2005,34.51,73.045,10,4.2
2005,34.724,73.585,10,4.1
2005,34.723,73.246,10,4.5
2005,34.591,73.161,10,4.6
2005,34.63,73.47,10,5.4
2005,34.704,73.141,10,4.6
2005,34.889,73.068,10,4.5
2005,34.544,73.236,10,4.5
2005,34.536,73.408,10,5.3
2005,34.054,73.954,10,4.5
2005,34.467,73.083,10,4.4
2005,34.712,73.255,10,4.6
2005,34.661,73.137,10,4.5
2005,34.713,73.154,10,4.5
2005,34.612,73.244,10,4.8
2005,34.9,73.04,10,4.3
2005,34.579,73.126,10,4.4
2005,34.675,73.102,10,4.7
2005,34.656,73.46,10,4.7
2005,34.712,73.423,10,4.6
2005,34.59,73.181,10,4.8
2005,34.643,73.297,10,4.5
2005,34.573,73.311,10,4.2
2005,34.049,73.625,10,4.3
2005,34.665,73.176,10,4.4
2005,34.252,73.607,10,4.9
2005,34.755,73.152,10,5.5
2005,34.706,73.13,10,5.3
2005,34.743,73.189,10,4.4
2005,34.895,73.071,10,4.5
2005,34.636,73.234,10,5.4
2005,34.61,73.296,10,4.5
2005,34.833,73.373,10,4.5
2005,34.166,73.561,10,5.1
2005,34.694,73.235,10,4.7
2005,34.66,73.152,10,4.5
2005,34.122,73.807,10,4.7
2005,34.813,73.665,10,4.6
2005,34.445,73.643,10,4.4
2005,34.234,73.179,10,4.5
2005,33.994,73.724,10,4.5
2005,34.087,73.153,10,4.5
2005,34.622,73.257,10,4.5
2005,34.748,73.287,10,4.6
2005,34.649,73.337,10,4.4
2005,34.743,73.104,10,4.5
2005,34.63,73.07,10,4.6
2005,34.825,73.61,10,4.4
2005,33.947,73.815,10,4.5
2005,34.852,73.241,10,4.6
2005,34.392,73.729,10,5.1
2005,34.817,73.061,10,4.9
2005,34.668,73.319,10,4.9
2005,34.65,73.125,10,5.7
2005,34.625,73.07,10,5
